pga,vulnerability,occupancy,smoke_detected,gas_detected,fire_detected,urgency_score,priority
0.1578,0.1,0,0,0,0,16,LOW
0.0119,0.206,28,0,0,0,18,LOW
0.0228,0.229,0,0,0,0,7,LOW
0.0444,0.567,4,0,0,0,18,LOW
0.1563,0.301,32,1,0,0,44,MEDIUM
0.0268,0.147,0,0,0,0,6,LOW
0.195,0.277,17,0,0,0,29,LOW
0.0304,0.37,27,1,0,0,35,MEDIUM
0.0297,0.286,17,0,0,0,18,LOW
0.0359,0.536,7,0,0,0,22,LOW
0.0083,0.718,0,0,0,0,10,LOW
0.0061,0.389,46,1,0,0,30,LOW
0.2716,0.328,94,0,0,0,45,MEDIUM
0.0147,0.51,250,0,0,0,32,MEDIUM
0.0372,0.184,431,1,0,1,52,MEDIUM
0.1823,0.304,29,0,0,0,34,MEDIUM
0.1386,0.28,0,0,0,0,19,LOW
0.106,0.246,45,0,0,0,33,MEDIUM
0.0196,0.457,7,1,0,0,26,LOW
0.1,0.578,0,0,0,0,23,LOW
0.035,0.2,0,1,0,1,27,LOW
0.0139,0.1,44,0,0,0,16,LOW
0.0026,0.292,18,0,0,0,14,LOW
0.0329,0.474,0,0,0,0,11,LOW
0.0192,0.198,438,0,0,0,27,LOW
0.0071,0.15,0,0,0,0,2,LOW
0.1675,0.495,15,1,0,0,42,MEDIUM
0.1856,0.149,17,0,0,0,27,LOW
0.0097,0.498,11,0,0,0,17,LOW
0.0312,0.353,43,0,0,0,24,LOW
0.0489,0.1,11,0,0,0,16,LOW
0.0411,0.447,15,1,0,0,31,MEDIUM
0.0374,0.288,0,0,0,0,8,LOW
0.0728,0.334,162,0,0,0,39,MEDIUM
0.1297,0.206,0,1,0,0,28,LOW
0.1342,0.609,38,0,0,0,39,MEDIUM
0.0006,0.1,23,0,0,0,16,LOW
0.0039,0.264,147,0,0,0,28,LOW
0.4196,0.104,27,0,0,0,42,MEDIUM
0.0076,0.444,58,0,0,0,26,LOW
0.1301,0.344,40,0,0,0,35,MEDIUM
0.0462,0.193,8,0,0,0,17,LOW
0.0014,0.136,10,0,0,0,12,LOW
0.0459,0.275,17,0,0,0,18,LOW
0.0264,0.1,2,0,0,0,11,LOW
0.0359,0.179,444,0,0,0,32,MEDIUM
0.0824,0.352,93,0,0,0,34,MEDIUM
0.1322,0.27,96,0,1,0,49,MEDIUM
0.0279,0.204,25,0,0,0,22,LOW
0.0069,0.327,31,0,0,0,19,LOW
0.0295,0.348,31,0,0,0,24,LOW
0.0336,0.138,45,0,0,0,21,LOW
0.0059,0.557,244,0,0,0,33,MEDIUM
0.0234,0.321,0,0,0,0,9,LOW
0.0491,0.39,0,0,0,0,10,LOW
0.0098,0.313,0,0,0,0,4,LOW
0.0033,0.464,0,0,0,0,6,LOW
0.0409,0.1,31,0,0,0,21,LOW
0.0299,0.318,34,0,0,0,24,LOW
0.0312,0.1,0,0,0,0,6,LOW
0.0896,0.227,35,0,0,0,27,LOW
0.0351,0.29,0,0,0,0,8,LOW
0.1413,0.472,42,0,0,0,37,MEDIUM
0.1023,0.456,12,0,0,0,31,MEDIUM
0.069,0.393,0,0,0,0,14,LOW
0.0282,0.1,198,0,0,0,31,MEDIUM
0.0436,0.661,264,1,1,0,59,MEDIUM
0.0166,0.249,40,1,0,1,38,MEDIUM
0.0348,0.456,22,0,0,0,26,LOW
0.0081,0.402,23,0,0,0,21,LOW
0.179,0.106,39,0,0,0,31,MEDIUM
0.004,0.538,0,0,0,0,8,LOW
0.0159,0.153,0,0,0,0,2,LOW
0.1795,0.388,21,0,0,0,35,MEDIUM
0.0234,0.23,31,0,0,0,22,LOW
0.1964,0.509,20,0,0,0,32,MEDIUM
0.0129,0.1,17,0,0,0,11,LOW
0.02,0.146,0,0,0,0,2,LOW
0.0325,0.396,49,0,0,0,25,LOW
0.1221,0.1,47,1,0,0,41,MEDIUM
0.0289,0.489,400,0,0,0,36,MEDIUM
0.0382,0.1,20,0,0,0,16,LOW
0.007,0.366,46,0,0,0,20,LOW
0.0407,0.1,0,0,0,0,6,LOW
0.0874,0.389,0,0,0,0,14,LOW
0.1368,0.221,15,0,0,0,28,LOW
0.0209,0.1,54,0,0,0,26,LOW
0.1588,0.409,13,0,0,0,31,MEDIUM
0.111,0.17,343,0,0,0,42,MEDIUM
0.0315,0.484,41,0,0,0,26,LOW
0.1813,0.1,333,0,0,0,41,MEDIUM
0.0482,0.284,35,0,0,0,23,LOW
0.1098,0.178,0,0,0,0,17,LOW
0.0127,0.289,26,0,0,0,19,LOW
0.0473,0.1,26,0,0,0,21,LOW
0.0995,0.348,0,0,0,0,14,LOW
0.1343,0.418,8,0,0,0,31,MEDIUM
0.0361,0.329,8,0,0,0,19,LOW
0.023,0.28,47,0,0,0,23,LOW
0.0846,0.624,39,0,0,0,33,MEDIUM
0.0009,0.402,276,0,0,0,31,MEDIUM
0.0227,0.495,13,0,0,0,21,LOW
0.0004,0.576,17,0,0,0,18,LOW
0.0441,0.426,0,0,0,0,10,LOW
0.0471,0.181,48,0,0,0,22,LOW
0.1869,0.18,1,0,0,0,22,LOW
0.0947,0.1,0,0,0,0,10,LOW
0.0338,0.427,0,0,0,0,10,LOW
0.0473,0.518,333,0,0,0,37,MEDIUM
0.0043,0.212,17,1,0,0,23,LOW
0.0494,0.151,0,0,0,0,6,LOW
0.0338,0.13,45,0,0,0,21,LOW
0.0536,0.1,0,0,0,0,10,LOW
0.02,0.113,282,0,0,0,31,MEDIUM
0.0482,0.171,14,0,0,0,17,LOW
0.1428,0.109,0,1,0,0,26,LOW
0.1992,0.399,411,0,0,0,45,MEDIUM
0.039,0.699,0,0,0,0,14,LOW
0.0126,0.323,25,1,0,0,29,LOW
0.03,0.4,37,0,0,0,25,LOW
0.1557,0.1,13,0,0,0,26,LOW
0.0435,0.144,46,0,0,0,21,LOW
0.1233,0.262,6,0,0,0,28,LOW
0.0295,0.165,16,0,0,0,16,LOW
0.0713,0.291,200,0,0,0,38,MEDIUM
0.0568,0.204,58,0,0,0,32,MEDIUM
0.0324,0.213,43,0,0,0,22,LOW
0.0152,0.126,16,0,0,0,11,LOW
0.4426,0.355,16,0,0,0,40,MEDIUM
0.0252,0.282,46,0,0,0,23,LOW
0.108,0.804,30,1,0,0,52,MEDIUM
0.0081,0.231,276,1,0,1,48,MEDIUM
0.0302,0.255,31,0,0,0,23,LOW
0.0485,0.161,1,0,0,0,11,LOW
0.0211,0.535,25,0,0,0,27,LOW
0.0368,0.445,0,0,0,0,11,LOW
0.0444,0.262,40,0,0,0,23,LOW
0.041,0.112,25,0,0,0,21,LOW
0.4641,0.219,9,0,0,0,38,MEDIUM
0.0124,0.103,0,0,0,0,1,LOW
0.03,0.397,17,0,0,0,20,LOW
0.1672,0.142,0,0,0,0,17,LOW
0.0412,0.338,41,0,0,0,24,LOW
0.1341,0.216,19,0,0,0,28,LOW
0.0922,0.162,37,0,0,0,26,LOW
0.0423,0.534,223,1,1,0,57,MEDIUM
0.0481,0.321,1,0,0,0,14,LOW
0.1414,0.494,47,0,0,0,37,MEDIUM
0.0035,0.259,1,0,0,0,8,LOW
0.0553,0.138,181,0,0,0,36,MEDIUM
0.1938,0.633,0,0,0,0,24,LOW
0.0323,0.208,0,0,0,0,7,LOW
0.0248,0.186,10,0,0,0,17,LOW
0.0461,0.205,20,0,0,0,17,LOW
0.0057,0.249,23,0,0,0,18,LOW
0.1409,0.399,15,0,0,0,30,LOW
0.0544,0.1,317,0,0,0,35,MEDIUM
0.0445,0.24,0,0,0,0,8,LOW
0.1839,0.486,45,0,0,0,37,MEDIUM
0.0295,0.567,31,0,0,0,28,LOW
0.1383,0.166,220,0,0,0,42,MEDIUM
0.0471,0.371,0,0,0,0,10,LOW
0.0409,0.194,0,0,0,0,7,LOW
0.0009,0.453,0,0,0,0,6,LOW
0.0343,0.215,14,0,0,0,17,LOW
0.0642,0.103,15,0,0,0,20,LOW
0.0302,0.276,2,1,0,1,33,MEDIUM
0.0496,0.247,26,0,0,0,23,LOW
0.1153,0.356,29,0,0,0,35,MEDIUM
0.035,0.505,0,0,0,0,12,LOW
0.0204,0.281,0,0,0,0,8,LOW
0.0438,0.114,485,0,0,0,31,MEDIUM
0.0271,0.259,6,0,0,0,18,LOW
0.0695,0.279,28,1,0,1,48,MEDIUM
0.0077,0.126,274,0,0,0,26,LOW
0.0262,0.109,24,0,0,0,21,LOW
0.0478,0.436,30,0,0,0,26,LOW
0.0155,0.128,23,0,0,0,16,LOW
0.0283,0.206,252,0,0,0,32,MEDIUM
0.1603,0.3,13,0,0,0,29,LOW
0.0138,0.243,0,0,0,0,3,LOW
0.0204,0.434,49,0,0,0,26,LOW
0.1084,0.484,34,1,0,0,47,MEDIUM
0.0028,0.1,20,0,0,0,11,LOW
0.0353,0.726,0,0,0,0,15,LOW
0.0316,0.247,0,0,0,0,8,LOW
0.0471,0.268,12,0,0,0,18,LOW
0.0376,0.309,22,0,0,0,24,LOW
0.0612,0.636,0,0,0,0,18,LOW
0.0141,0.1,38,0,0,0,16,LOW
0.0293,0.1,41,0,0,0,21,LOW
0.1618,0.213,22,0,0,0,33,MEDIUM
0.0119,0.283,5,1,0,1,29,LOW
0.0143,0.232,7,0,0,0,13,LOW
0.0196,0.1,29,0,0,0,16,LOW
0.049,0.137,20,0,0,0,16,LOW
0.0352,0.179,44,0,0,0,22,LOW
0.0009,0.215,47,0,0,0,18,LOW
0.0416,0.1,16,0,0,0,16,LOW
0.0132,0.459,0,0,0,0,6,LOW
0.0436,0.356,19,0,0,0,19,LOW
0.0436,0.146,47,0,0,0,21,LOW
0.0142,0.395,17,0,0,0,15,LOW
0.1787,0.187,7,0,0,0,27,LOW
0.1617,0.295,4,0,0,0,24,LOW
0.0243,0.441,6,0,0,0,21,LOW
0.0284,0.132,0,0,0,0,6,LOW
0.0012,0.1,27,0,0,0,16,LOW
0.0298,0.397,38,1,0,0,35,MEDIUM
0.197,0.248,40,0,1,0,43,MEDIUM
0.1783,0.209,14,0,0,0,28,LOW
0.0751,0.108,0,0,0,0,10,LOW
0.0262,0.264,0,0,0,0,8,LOW
0.0139,0.258,44,0,0,0,18,LOW
0.0347,0.253,37,0,0,0,23,LOW
0.1475,0.317,2,0,0,0,24,LOW
0.022,0.628,0,0,0,0,13,LOW
0.0115,0.355,28,0,0,0,20,LOW
0.0083,0.103,48,0,0,0,16,LOW
0.0328,0.1,0,0,0,0,6,LOW
0.1986,0.145,25,0,0,0,32,MEDIUM
0.0258,0.485,16,0,0,0,21,LOW
0.0055,0.439,36,0,0,0,21,LOW
0.0055,0.266,7,0,0,0,13,LOW
0.0404,0.61,3,0,0,0,18,LOW
0.0151,0.494,429,0,0,0,32,MEDIUM
0.0461,0.26,0,0,0,0,8,LOW
0.1438,0.128,0,0,0,0,16,LOW
0.1045,0.432,45,0,0,0,36,MEDIUM
0.0625,0.171,43,0,0,0,26,LOW
0.0321,0.309,0,0,0,0,9,LOW
0.0235,0.151,47,0,0,0,21,LOW
0.0111,0.347,33,0,0,0,20,LOW
0.0,0.1,0,0,0,0,1,LOW
0.0121,0.168,13,0,1,0,22,LOW
0.0149,0.319,0,0,0,0,4,LOW
0.0338,0.435,9,1,0,1,41,MEDIUM
0.0166,0.1,17,1,0,0,21,LOW
0.0935,0.253,0,0,0,0,12,LOW
0.0326,0.224,11,0,0,0,17,LOW
0.0317,0.139,6,0,0,0,16,LOW
0.0243,0.136,269,0,1,0,41,MEDIUM
0.0345,0.11,0,0,0,0,6,LOW
0.0237,0.538,31,0,0,0,27,LOW
0.0052,0.238,0,0,0,0,3,LOW
0.0032,0.189,42,0,0,0,17,LOW
0.0,0.542,17,0,0,0,18,LOW
0.042,0.211,402,0,0,0,32,MEDIUM
0.1764,0.168,45,0,0,0,32,MEDIUM
0.0057,0.631,2,0,0,0,14,LOW
0.0204,0.24,0,0,0,0,8,LOW
0.1393,0.604,0,0,0,0,24,LOW
0.0171,0.311,0,0,0,0,4,LOW
0.0189,0.214,13,0,0,0,13,LOW
0.0214,0.285,0,0,0,0,8,LOW
0.0003,0.123,0,1,0,1,21,LOW
0.0673,0.281,0,0,0,0,13,LOW
0.0477,0.1,38,0,0,0,21,LOW
0.0252,0.315,6,0,0,0,19,LOW
0.0345,0.259,45,0,0,0,23,LOW
0.0024,0.401,31,0,0,0,21,LOW
0.0075,0.1,19,0,0,0,11,LOW
0.0085,0.18,28,0,0,0,17,LOW
0.0455,0.418,0,0,0,0,10,LOW
0.0959,0.372,30,0,0,0,29,LOW
0.0139,0.411,40,1,0,0,31,MEDIUM
0.0041,0.225,2,0,0,0,8,LOW
0.0959,0.368,34,0,0,0,29,LOW
0.0847,0.409,11,1,0,0,35,MEDIUM
0.0568,0.177,206,0,0,0,36,MEDIUM
0.0143,0.159,0,0,0,0,2,LOW
0.0616,0.223,0,0,0,0,12,LOW
0.0479,0.451,0,0,0,0,11,LOW
0.032,0.458,39,0,0,0,26,LOW
0.0183,0.369,0,0,0,0,5,LOW
0.1349,0.252,1,0,0,0,23,LOW
0.0006,0.246,215,0,0,0,28,LOW
0.1225,0.372,0,0,0,0,20,LOW
0.0268,0.337,0,0,0,0,9,LOW
0.1891,0.136,0,0,0,0,17,LOW
0.1753,0.117,204,0,0,0,41,MEDIUM
0.0303,0.155,0,0,0,0,6,LOW
0.0003,0.143,0,0,0,0,2,LOW
0.0879,0.162,27,0,0,0,26,LOW
0.0408,0.106,14,0,0,0,16,LOW
0.1852,0.586,39,0,0,0,38,MEDIUM
0.006,0.166,227,0,0,0,27,LOW
0.1387,0.444,4,0,0,0,26,LOW
0.1421,0.34,32,0,0,0,35,MEDIUM
0.0407,0.422,30,0,0,0,25,LOW
0.0421,0.393,41,0,0,0,25,LOW
0.009,0.432,0,0,0,0,6,LOW
0.0381,0.123,26,0,0,0,21,LOW
0.0628,0.258,0,0,0,0,12,LOW
0.0135,0.269,358,1,0,0,39,MEDIUM
0.1589,0.329,438,0,0,0,44,MEDIUM
0.1256,0.345,32,0,0,0,35,MEDIUM
0.0105,0.1,33,0,0,0,16,LOW
0.0181,0.337,0,0,0,0,5,LOW
0.0284,0.295,2,0,0,0,13,LOW
0.0544,0.132,0,0,0,0,10,LOW
0.0692,0.359,0,0,0,0,14,LOW
0.1097,0.607,7,0,0,0,34,MEDIUM
0.022,0.167,0,0,0,0,7,LOW
0.1235,0.1,0,0,0,0,16,LOW
0.0706,0.402,479,1,0,0,50,MEDIUM
0.0067,0.1,21,0,0,0,16,LOW
0.0496,0.1,0,0,0,0,6,LOW
0.0467,0.415,0,0,0,0,10,LOW
0.0092,0.325,0,0,0,0,4,LOW
0.0265,0.541,0,0,0,0,12,LOW
0.131,0.411,0,0,0,0,21,LOW
0.0118,0.269,21,0,0,0,19,LOW
0.0132,0.308,0,0,0,0,4,LOW
0.0862,0.285,0,0,0,0,13,LOW
0.0603,0.387,0,0,0,0,14,LOW
0.0076,0.331,0,1,0,0,14,LOW
0.0049,0.198,0,0,0,0,2,LOW
0.0052,0.142,32,0,0,0,17,LOW
0.5119,0.193,151,0,0,0,57,MEDIUM
0.0221,0.346,29,0,0,0,24,LOW
0.1846,0.442,0,0,0,0,21,LOW
0.0169,0.106,40,0,0,0,16,LOW
0.0821,0.303,102,1,0,0,48,MEDIUM
0.0356,0.447,0,0,0,0,11,LOW
0.0432,0.351,0,0,0,0,9,LOW
0.1271,0.302,0,0,0,0,19,LOW
0.0258,0.502,143,0,0,0,37,MEDIUM
0.0769,0.263,0,0,0,0,12,LOW
0.1569,0.303,0,0,0,0,19,LOW
0.0501,0.252,10,0,0,0,22,LOW
0.018,0.352,29,0,0,0,20,LOW
0.0032,0.218,0,0,0,0,3,LOW
0.0273,0.226,0,1,1,0,27,LOW
0.0177,0.193,0,0,0,0,2,LOW
0.0058,0.342,0,0,0,0,5,LOW
0.0472,0.441,49,0,0,0,26,LOW
0.0085,0.51,46,0,0,0,22,LOW
0.1468,0.192,0,0,0,0,17,LOW
0.0418,0.396,0,0,1,0,20,LOW
0.113,0.467,21,0,0,0,37,MEDIUM
0.0021,0.31,48,0,0,0,19,LOW
0.0305,0.411,0,0,0,0,10,LOW
0.1217,0.364,24,0,0,0,35,MEDIUM
0.0173,0.474,0,0,0,0,7,LOW
0.0075,0.262,0,0,0,0,3,LOW
0.1788,0.1,13,0,0,0,26,LOW
0.0336,0.143,35,0,0,0,21,LOW
0.0073,0.113,0,1,0,1,21,LOW
0.0221,0.196,20,0,0,0,17,LOW
0.1211,0.417,289,0,0,0,46,MEDIUM
0.0374,0.1,0,0,0,0,6,LOW
0.0088,0.371,9,0,0,0,15,LOW
0.0359,0.413,0,0,0,0,10,LOW
0.1215,0.636,28,0,0,0,39,MEDIUM
0.0082,0.596,0,0,0,0,8,LOW
0.0735,0.219,64,0,0,0,32,MEDIUM
0.0177,0.315,447,0,0,0,29,LOW
0.1075,0.242,35,0,0,0,33,MEDIUM
0.1543,0.351,34,0,0,0,35,MEDIUM
0.0892,0.4,31,0,0,0,29,LOW
0.1392,0.377,45,0,0,0,35,MEDIUM
0.0489,0.1,39,0,0,0,21,LOW
0.1171,0.365,370,0,0,0,45,MEDIUM
0.021,0.202,41,0,0,0,22,LOW
0.0151,0.475,0,0,0,0,7,LOW
0.155,0.395,32,1,0,0,45,MEDIUM
0.0619,0.577,0,0,0,0,17,LOW
0.0207,0.1,0,0,0,0,6,LOW
0.0401,0.141,11,1,0,1,36,MEDIUM
0.0114,0.299,0,0,0,0,4,LOW
0.087,0.33,1,0,0,0,18,LOW
0.0112,0.259,33,0,0,0,18,LOW
0.0335,0.171,0,1,0,0,17,LOW
0.033,0.292,17,0,0,0,18,LOW
0.0212,0.524,12,0,0,0,22,LOW
0.0293,0.401,43,0,0,0,25,LOW
0.0184,0.168,79,0,0,0,22,LOW
0.0049,0.535,49,0,0,0,23,LOW
0.0015,0.492,22,0,0,0,22,LOW
0.047,0.476,34,0,0,0,26,LOW
0.002,0.1,414,0,0,0,26,LOW
0.1254,0.48,21,0,0,0,37,MEDIUM
0.0185,0.455,19,0,0,0,16,LOW
0.0213,0.469,333,0,0,0,36,MEDIUM
0.0077,0.1,0,1,0,1,21,LOW
0.0348,0.162,21,0,0,0,21,LOW
0.0361,0.207,0,0,0,0,7,LOW
0.0204,0.602,0,1,0,1,33,MEDIUM
0.0062,0.171,19,0,0,0,12,LOW
0.0427,0.1,473,0,0,0,31,MEDIUM
0.0378,0.1,19,0,0,0,16,LOW
0.0497,0.377,0,0,0,0,10,LOW
0.0241,0.1,0,0,0,0,6,LOW
0.1976,0.408,0,0,0,0,21,LOW
0.086,0.149,148,0,0,0,36,MEDIUM
0.0256,0.243,0,0,0,0,8,LOW
0.0464,0.154,23,0,0,0,21,LOW
0.0399,0.209,10,0,0,0,17,LOW
0.0404,0.304,42,1,0,0,34,MEDIUM
0.0254,0.266,401,0,0,0,33,MEDIUM
0.0748,0.4,5,0,0,0,20,LOW
0.0383,0.313,20,0,0,0,19,LOW
0.0334,0.1,1,0,0,0,11,LOW
0.0298,0.541,3,0,0,0,17,LOW
0.0207,0.201,39,0,0,0,22,LOW
0.0203,0.295,20,0,0,0,18,LOW
0.017,0.276,0,1,0,1,24,LOW
0.0389,0.303,41,0,1,0,34,MEDIUM
0.0288,0.307,0,0,0,0,9,LOW
0.0385,0.234,0,1,0,1,28,LOW
0.0133,0.159,0,0,0,0,2,LOW
0.0012,0.35,4,0,0,0,10,LOW
0.1986,0.382,20,1,0,1,50,MEDIUM
0.0027,0.287,32,0,0,0,19,LOW
0.0283,0.193,0,1,0,0,17,LOW
0.0301,0.204,0,0,0,0,7,LOW
0.2181,0.346,42,0,0,0,41,MEDIUM
0.0027,0.463,18,1,0,1,36,MEDIUM
0.172,0.261,33,0,0,0,33,MEDIUM
0.0151,0.166,13,0,0,0,12,LOW
0.0368,0.1,39,0,0,0,21,LOW
0.0066,0.193,0,0,0,0,2,LOW
0.1313,0.43,275,0,0,0,46,MEDIUM
0.0411,0.16,42,0,0,0,21,LOW
0.1225,0.357,2,0,0,0,25,LOW
0.007,0.236,0,0,0,0,3,LOW
0.046,0.388,0,0,0,0,10,LOW
0.1914,0.206,0,0,0,0,18,LOW
0.0166,0.24,21,0,0,0,18,LOW
0.0352,0.336,4,0,0,0,14,LOW
0.144,0.186,25,0,0,0,32,MEDIUM
0.2913,0.309,12,0,0,0,35,MEDIUM
0.0313,0.141,0,0,0,0,6,LOW
0.0456,0.333,15,0,0,0,19,LOW
0.0323,0.376,8,0,0,0,20,LOW
0.019,0.254,0,0,0,0,3,LOW
0.0183,0.265,16,1,0,0,23,LOW
0.0101,0.234,7,0,0,0,13,LOW
0.0117,0.479,0,0,0,0,7,LOW
0.1113,0.393,7,0,0,0,30,LOW
0.0885,0.458,32,0,0,0,30,LOW
0.3744,0.1,0,0,0,0,27,LOW
0.0388,0.532,41,0,0,0,27,LOW
0.1424,0.443,0,0,0,0,21,LOW
0.0407,0.141,41,0,0,0,21,LOW
0.0093,0.403,24,0,0,0,21,LOW
0.0472,0.196,1,1,0,0,22,LOW
0.0198,0.149,5,0,0,0,7,LOW
0.1281,0.1,0,0,0,0,16,LOW
0.0062,0.416,47,0,0,0,21,LOW
0.1467,0.104,302,0,0,0,41,MEDIUM
0.0324,0.446,3,0,0,0,16,LOW
0.0076,0.247,0,0,0,0,3,LOW
0.1479,0.215,239,1,0,1,63,HIGH
0.0427,0.496,0,0,1,0,21,LOW
0.0192,0.14,32,0,0,0,17,LOW
0.0136,0.233,0,1,0,1,23,LOW
0.0255,0.191,0,0,0,0,7,LOW
0.0679,0.22,410,0,0,0,37,MEDIUM
0.1819,0.427,25,0,0,0,36,MEDIUM
0.0195,0.1,0,0,0,0,1,LOW
0.012,0.358,9,0,0,0,15,LOW
0.1161,0.262,0,0,0,0,18,LOW
0.047,0.29,0,0,0,0,8,LOW
0.0029,0.1,0,1,0,0,11,LOW
0.1979,0.545,0,1,1,0,43,MEDIUM
0.1944,0.542,21,1,0,1,58,MEDIUM
0.4058,0.153,1,1,0,0,42,MEDIUM
0.098,0.327,11,0,0,0,23,LOW
0.0382,0.517,45,1,0,0,37,MEDIUM
0.0473,0.197,44,0,0,0,22,LOW
0.0243,0.1,31,0,0,0,21,LOW
0.1758,0.243,18,0,0,0,28,LOW
0.1684,0.192,0,0,0,0,17,LOW
0.0139,0.202,0,0,0,0,3,LOW
0.1531,0.469,278,0,0,0,47,MEDIUM
0.0113,0.149,269,0,0,0,27,LOW
0.0229,0.1,0,0,0,0,6,LOW
0.0231,0.1,4,0,0,0,11,LOW
0.007,0.326,35,0,0,0,19,LOW
0.0454,0.1,436,0,0,0,31,MEDIUM
0.0328,0.239,0,0,0,0,8,LOW
0.0019,0.124,12,0,1,0,21,LOW
0.0294,0.483,153,0,0,0,36,MEDIUM
0.0078,0.307,26,0,0,0,19,LOW
0.0213,0.111,5,0,0,0,11,LOW
0.0177,0.151,36,0,0,0,17,LOW
0.1058,0.1,15,0,0,0,26,LOW
0.1311,0.14,23,0,0,0,32,MEDIUM
0.184,0.287,35,0,0,0,34,MEDIUM
0.029,0.471,0,1,0,1,31,MEDIUM
0.0244,0.265,0,0,0,0,8,LOW
0.0262,0.183,39,0,0,0,22,LOW
0.0039,0.1,0,0,0,0,1,LOW
0.0026,0.251,437,0,0,0,28,LOW
0.0101,0.115,27,0,0,0,16,LOW
0.0404,0.1,28,0,0,0,21,LOW
0.0632,0.304,20,1,0,0,33,MEDIUM
0.0062,0.435,49,0,0,0,21,LOW
0.0126,0.299,0,0,1,0,14,LOW
0.0063,0.422,29,0,0,0,21,LOW
0.0269,0.132,0,0,0,0,6,LOW
0.0299,0.224,0,0,0,0,7,LOW
0.0276,0.53,5,1,0,1,37,MEDIUM
0.0329,0.118,41,0,0,0,21,LOW
0.0952,0.18,30,0,0,0,26,LOW
0.0336,0.248,9,0,0,0,18,LOW
0.06,0.45,168,0,0,0,40,MEDIUM
0.0424,0.108,14,1,0,0,26,LOW
0.0092,0.458,45,0,0,0,21,LOW
0.0328,0.21,30,0,0,0,22,LOW
0.0239,0.464,41,0,0,0,26,LOW
0.0278,0.244,0,0,0,0,8,LOW
0.0173,0.1,0,1,0,1,21,LOW
0.0215,0.257,351,1,0,1,53,MEDIUM
0.0448,0.195,4,0,0,0,12,LOW
0.0028,0.368,4,0,0,0,10,LOW
0.0166,0.193,42,0,0,0,17,LOW
0.0169,0.554,255,0,0,0,33,MEDIUM
0.0321,0.139,29,0,0,0,21,LOW
0.0088,0.479,31,1,0,0,32,MEDIUM
0.004,0.361,0,1,0,1,25,LOW
0.0412,0.301,0,0,0,0,9,LOW
0.0044,0.385,18,0,0,0,15,LOW
0.1107,0.105,0,0,0,0,16,LOW
0.1617,0.503,34,0,0,0,37,MEDIUM
0.0051,0.195,0,0,0,0,2,LOW
0.0108,0.669,0,1,0,1,30,LOW
0.1623,0.442,39,0,0,0,36,MEDIUM
0.5727,0.3,0,1,0,0,44,MEDIUM
0.0178,0.25,341,0,0,0,28,LOW
0.0328,0.467,0,0,0,0,11,LOW
0.0266,0.241,26,0,0,0,23,LOW
0.1156,0.564,24,0,0,0,38,MEDIUM
0.046,0.184,35,0,0,0,22,LOW
0.0951,0.292,0,0,0,0,13,LOW
0.0195,0.1,0,0,0,0,1,LOW
0.0449,0.327,7,0,0,0,19,LOW
0.0131,0.208,194,0,0,0,28,LOW
0.0499,0.397,1,1,0,1,35,MEDIUM
0.0949,0.131,5,0,0,0,15,LOW
0.0828,0.196,171,0,1,0,46,MEDIUM
0.0084,0.181,36,0,0,0,17,LOW
0.0004,0.171,264,0,0,0,27,LOW
0.0452,0.159,0,0,0,0,6,LOW
0.0594,0.308,0,1,0,0,23,LOW
0.0165,0.349,0,1,0,0,15,LOW
0.0487,0.321,0,0,0,0,9,LOW
0.0358,0.553,42,1,0,0,37,MEDIUM
0.0062,0.196,25,0,0,0,17,LOW
0.0044,0.108,13,1,0,1,31,MEDIUM
0.0006,0.391,37,0,0,0,20,LOW
0.0307,0.632,0,1,0,1,33,MEDIUM
0.1035,0.179,0,0,0,0,17,LOW
0.0497,0.284,20,0,0,0,18,LOW
0.1001,0.146,39,0,0,0,32,MEDIUM
0.0099,0.1,0,0,0,0,1,LOW
0.0003,0.457,125,0,0,0,31,MEDIUM
0.1703,0.385,48,0,0,0,35,MEDIUM
0.0135,0.14,28,0,0,0,17,LOW
0.0328,0.425,46,0,0,0,25,LOW
0.0103,0.431,415,1,0,0,41,MEDIUM
0.0219,0.419,27,0,0,0,25,LOW
0.0294,0.1,13,0,0,0,16,LOW
0.009,0.135,0,0,0,0,2,LOW
0.0459,0.1,32,0,0,0,21,LOW
0.0225,0.559,36,0,0,0,27,LOW
0.0329,0.365,262,0,0,0,34,MEDIUM
0.0204,0.276,46,0,1,0,33,MEDIUM
0.0204,0.578,8,0,0,0,23,LOW
0.023,0.174,0,0,0,0,7,LOW
0.0314,0.151,35,0,0,0,21,LOW
0.0023,0.239,0,0,0,0,3,LOW
0.0162,0.1,0,1,0,0,11,LOW
0.1048,0.223,0,0,0,0,18,LOW
0.0018,0.1,37,0,0,0,16,LOW
0.0037,0.29,0,0,0,0,4,LOW
0.1893,0.1,49,0,0,0,31,MEDIUM
0.0207,0.156,46,0,0,0,21,LOW
0.0323,0.404,479,0,0,0,35,MEDIUM
0.0347,0.268,472,0,0,0,33,MEDIUM
0.0792,0.257,18,0,0,0,22,LOW
0.0409,0.444,0,0,0,0,11,LOW
0.2328,0.336,10,0,0,0,36,MEDIUM
0.0362,0.208,21,0,0,0,22,LOW
0.0085,0.229,27,0,1,0,28,LOW
0.1893,0.222,0,0,0,0,18,LOW
0.0711,0.587,41,1,0,1,52,MEDIUM
0.0262,0.138,8,0,0,0,16,LOW
